05:17:13 VERBOSE loading logging configuration: config/logging.conf
05:17:13 INFO initializing OV Server with options:
	- log files directory     = /Users/dzakyzf/Library/Logs/openvisualizer
	- data files directory    = /Users/dzakyzf/Library/Application Support/openvisualizer
	- host address server     = localhost
	- port number server      = 9000
	- firmware path           = /Users/dzakyzf/lain/openwsnmac/openwsn-fw
05:21:05 ERROR Unknown error: #6
05:21:05 ERROR Unknown error: #6
05:21:05 ERROR Unknown error: #6
05:21:06 ERROR Unknown error: #6
05:21:06 ERROR Unknown error: #6
05:21:06 ERROR Unknown error: #6
05:21:07 ERROR Unknown error: #6
05:21:07 ERROR Unknown error: #6
05:21:07 ERROR Unknown error: #6
05:21:08 ERROR Unknown error: #6
05:21:08 ERROR Unknown error: #6
05:21:08 ERROR Unknown error: #6
05:21:09 ERROR Unknown error: #6
05:21:09 ERROR Unknown error: #6
05:21:09 ERROR Unknown error: #6
05:21:10 ERROR Unknown error: #6
05:21:10 ERROR Unknown error: #6
05:21:10 ERROR Unknown error: #6
05:21:11 ERROR Unknown error: #6
05:21:11 ERROR Unknown error: #6
05:21:11 ERROR Unknown error: #6
05:21:12 ERROR Unknown error: #6
05:21:12 ERROR Unknown error: #6
05:21:12 ERROR Unknown error: #6
05:21:13 ERROR Unknown error: #6
05:21:13 ERROR Unknown error: #6
05:21:13 ERROR Unknown error: #6
05:21:14 ERROR Unknown error: #6
05:21:14 ERROR Unknown error: #6
05:21:14 ERROR Unknown error: #6
05:21:15 ERROR Unknown error: #6
05:21:15 ERROR Unknown error: #6
05:21:15 ERROR Unknown error: #6
05:21:16 ERROR Unknown error: #6
05:21:16 ERROR Unknown error: #6
05:21:16 ERROR Unknown error: #6
05:21:17 ERROR Unknown error: #6
05:21:17 ERROR Unknown error: #6
05:21:17 ERROR Unknown error: #6
05:21:18 ERROR Unknown error: #6
05:21:18 ERROR Unknown error: #6
05:21:18 ERROR Unknown error: #6
05:21:19 ERROR Unknown error: #6
05:21:19 ERROR Unknown error: #6
05:21:19 ERROR Unknown error: #6
05:21:20 ERROR Unknown error: #6
05:21:20 ERROR Unknown error: #6
05:21:20 ERROR Unknown error: #6
05:21:21 ERROR Unknown error: #6
05:21:21 ERROR Unknown error: #6
05:21:21 ERROR Unknown error: #6
05:21:21 ERROR Unknown error: #6
05:21:21 ERROR Unknown error: #6
05:21:22 ERROR Unknown error: #6
05:21:23 ERROR Unknown error: #6
05:21:23 ERROR Unknown error: #6
05:21:23 ERROR Unknown error: #6
05:21:23 ERROR Unknown error: #6
05:21:23 ERROR Unknown error: #6
05:21:24 ERROR Unknown error: #6
05:21:24 ERROR Unknown error: #6
05:21:24 ERROR Unknown error: #6
05:21:25 ERROR Unknown error: #6
05:21:25 ERROR Unknown error: #6
05:21:26 ERROR Unknown error: #6
05:21:26 ERROR Unknown error: #6
05:21:26 ERROR Unknown error: #6
05:21:26 ERROR Unknown error: #6
05:21:26 ERROR Unknown error: #6
05:21:27 ERROR Unknown error: #6
05:21:27 ERROR Unknown error: #6
05:21:27 ERROR Unknown error: #6
05:21:28 ERROR Unknown error: #6
05:21:28 ERROR Unknown error: #6
05:21:28 ERROR Unknown error: #6
05:21:29 ERROR Unknown error: #6
05:21:29 ERROR Unknown error: #6
05:21:29 ERROR Unknown error: #6
05:21:30 ERROR Unknown error: #6
05:21:30 ERROR Unknown error: #6
05:21:30 ERROR Unknown error: #6
05:21:31 ERROR Unknown error: #6
05:21:31 ERROR Unknown error: #6
05:21:31 ERROR Unknown error: #6
05:21:32 ERROR Unknown error: #6
05:21:32 ERROR Unknown error: #6
05:21:32 ERROR Unknown error: #6
05:21:33 ERROR Unknown error: #6
05:21:33 ERROR Unknown error: #6
05:21:33 ERROR Unknown error: #6
05:21:34 ERROR Unknown error: #6
05:21:34 ERROR Unknown error: #6
05:21:34 ERROR Unknown error: #6
05:21:35 ERROR Unknown error: #6
05:21:35 ERROR Unknown error: #6
05:21:35 ERROR Unknown error: #6
05:21:35 ERROR Unknown error: #6
05:21:36 ERROR Unknown error: #6
05:21:36 ERROR Unknown error: #6
05:21:36 ERROR Unknown error: #6
05:21:36 ERROR Unknown error: #6
05:21:36 ERROR Unknown error: #6
05:21:37 ERROR Unknown error: #6
05:21:37 ERROR Unknown error: #6
05:21:37 ERROR Unknown error: #6
05:21:37 ERROR Unknown error: #6
05:21:37 INFO received RPL DAO from bbbb:0:0:0:543:32ff:2da:3560
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
05:21:38 ERROR Unknown error: #6
05:21:38 ERROR Unknown error: #6
05:21:38 ERROR Unknown error: #6
05:21:38 ERROR Unknown error: #6
05:21:38 ERROR Unknown error: #6
05:21:38 ERROR Unknown error: #6
05:21:39 ERROR Unknown error: #6
05:21:39 ERROR Unknown error: #6
05:21:39 ERROR Unknown error: #6
05:21:40 ERROR Unknown error: #6
05:21:40 ERROR Unknown error: #6
05:21:40 ERROR Unknown error: #6
05:21:41 ERROR Unknown error: #6
05:21:41 ERROR Unknown error: #6
05:21:41 ERROR Unknown error: #6
05:21:42 ERROR Unknown error: #6
05:21:42 ERROR Unknown error: #6
05:21:42 ERROR Unknown error: #6
05:21:43 ERROR Unknown error: #6
05:21:43 ERROR Unknown error: #6
05:21:43 ERROR Unknown error: #6
05:21:43 ERROR Unknown error: #6
05:21:44 ERROR Unknown error: #6
05:21:44 ERROR Unknown error: #6
05:21:44 ERROR Unknown error: #6
05:21:44 ERROR Unknown error: #6
05:21:44 ERROR Unknown error: #6
05:21:45 ERROR Unknown error: #6
05:21:46 ERROR Unknown error: #6
05:21:46 ERROR Unknown error: #6
05:21:46 ERROR Unknown error: #6
05:21:46 ERROR Unknown error: #6
05:21:46 ERROR Unknown error: #6
05:21:47 ERROR Unknown error: #6
05:21:47 ERROR Unknown error: #6
05:21:48 ERROR Unknown error: #6
05:21:48 INFO received RPL DAO from bbbb:0:0:0:543:32ff:2da:3560
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
05:21:48 ERROR Unknown error: #6
05:21:48 ERROR Unknown error: #6
05:21:48 ERROR Unknown error: #6
05:21:48 ERROR Unknown error: #6
05:21:49 ERROR Unknown error: #6
05:21:49 ERROR Unknown error: #6
05:21:49 ERROR Unknown error: #6
05:21:49 ERROR Unknown error: #6
05:21:50 ERROR Unknown error: #6
05:21:50 ERROR Unknown error: #6
05:21:50 ERROR Unknown error: #6
05:21:51 ERROR Unknown error: #6
05:21:51 ERROR Unknown error: #6
05:21:51 ERROR Unknown error: #6
05:21:52 ERROR Unknown error: #6
05:21:52 ERROR Unknown error: #6
05:21:52 ERROR Unknown error: #6
05:21:53 ERROR Unknown error: #6
05:21:53 ERROR Unknown error: #6
05:21:53 ERROR Unknown error: #6
05:21:54 ERROR Unknown error: #6
05:21:54 ERROR Unknown error: #6
05:21:54 ERROR Unknown error: #6
05:21:55 ERROR Unknown error: #6
05:21:55 ERROR Unknown error: #6
05:21:55 ERROR Unknown error: #6
05:21:56 ERROR Unknown error: #6
05:21:56 ERROR Unknown error: #6
05:21:56 ERROR Unknown error: #6
05:21:57 ERROR Unknown error: #6
05:21:57 ERROR Unknown error: #6
05:21:57 ERROR Unknown error: #6
05:21:58 ERROR Unknown error: #6
05:21:58 ERROR Unknown error: #6
05:21:58 ERROR Unknown error: #6
05:21:59 ERROR Unknown error: #6
05:21:59 ERROR Unknown error: #6
05:21:59 ERROR Unknown error: #6
05:22:00 ERROR Unknown error: #6
05:22:00 ERROR Unknown error: #6
05:22:00 ERROR Unknown error: #6
05:22:01 ERROR Unknown error: #6
05:22:01 ERROR Unknown error: #6
05:22:01 ERROR Unknown error: #6
05:22:02 ERROR Unknown error: #6
05:22:02 ERROR Unknown error: #6
05:22:02 ERROR Unknown error: #6
05:22:03 ERROR Unknown error: #6
05:22:03 ERROR Unknown error: #6
05:22:03 ERROR Unknown error: #6
05:22:04 ERROR Unknown error: #6
05:22:04 ERROR Unknown error: #6
05:22:04 ERROR Unknown error: #6
05:22:05 ERROR Unknown error: #6
05:22:05 ERROR Unknown error: #6
05:22:05 ERROR Unknown error: #6
05:22:06 ERROR Unknown error: #6
05:22:06 ERROR Unknown error: #6
05:22:06 ERROR Unknown error: #6
05:22:07 ERROR Unknown error: #6
05:22:07 ERROR Unknown error: #6
05:22:07 ERROR Unknown error: #6
05:22:08 ERROR Unknown error: #6
05:22:08 ERROR Unknown error: #6
05:22:08 ERROR Unknown error: #6
05:22:08 ERROR Unknown error: #6
05:22:08 ERROR Unknown error: #6
05:22:09 ERROR Unknown error: #6
05:22:10 ERROR Unknown error: #6
05:22:10 ERROR Unknown error: #6
05:22:10 ERROR Unknown error: #6
05:22:10 INFO received RPL DAO from bbbb:0:0:0:543:32ff:2da:3560
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
05:22:10 ERROR Unknown error: #6
05:22:10 ERROR Unknown error: #6
05:22:10 ERROR Unknown error: #6
05:22:11 ERROR Unknown error: #6
05:22:11 ERROR Unknown error: #6
05:22:11 ERROR Unknown error: #6
05:22:12 ERROR Unknown error: #6
05:22:12 ERROR Unknown error: #6
05:22:12 INFO received RPL DAO from bbbb:0:0:0:543:32ff:2da:3560
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
05:22:12 ERROR Unknown error: #6
05:22:12 ERROR Unknown error: #6
05:22:13 ERROR Unknown error: #6
05:22:13 ERROR Unknown error: #6
05:22:13 ERROR Unknown error: #6
05:22:13 ERROR Unknown error: #6
05:22:14 ERROR Unknown error: #6
05:22:14 ERROR Unknown error: #6
05:22:15 ERROR Unknown error: #6
05:22:15 ERROR Unknown error: #6
05:22:15 ERROR Unknown error: #6
05:22:16 ERROR Unknown error: #6
05:22:16 ERROR Unknown error: #6
05:22:16 ERROR Unknown error: #6
05:22:16 ERROR Unknown error: #6
05:22:17 ERROR Unknown error: #6
05:22:17 ERROR Unknown error: #6
05:22:17 ERROR Unknown error: #6
05:22:17 ERROR Unknown error: #6
05:22:17 ERROR Unknown error: #6
05:22:17 ERROR Unknown error: #6
05:22:17 ERROR Unknown error: #6
05:22:18 ERROR Unknown error: #6
05:22:18 ERROR Unknown error: #6
05:22:18 ERROR Unknown error: #6
05:22:19 ERROR Unknown error: #6
05:22:19 ERROR Unknown error: #6
05:22:19 ERROR Unknown error: #6
05:22:20 ERROR Unknown error: #6
05:22:20 ERROR Unknown error: #6
05:22:20 ERROR Unknown error: #6
05:22:21 ERROR Unknown error: #6
05:22:21 ERROR Unknown error: #6
05:22:21 ERROR Unknown error: #6
05:22:22 ERROR Unknown error: #6
05:22:22 ERROR Unknown error: #6
05:22:22 ERROR Unknown error: #6
05:22:23 ERROR Unknown error: #6
05:22:23 ERROR Unknown error: #6
05:22:23 ERROR Unknown error: #6
05:22:24 ERROR Unknown error: #6
05:22:24 ERROR Unknown error: #6
05:22:24 ERROR Unknown error: #6
05:22:25 ERROR Unknown error: #6
05:22:25 ERROR Unknown error: #6
05:22:25 ERROR Unknown error: #6
05:22:26 ERROR Unknown error: #6
05:22:26 ERROR Unknown error: #6
05:22:26 ERROR Unknown error: #6
05:22:27 ERROR Unknown error: #6
05:22:27 ERROR Unknown error: #6
05:22:27 ERROR Unknown error: #6
05:22:28 ERROR Unknown error: #6
05:22:28 ERROR Unknown error: #6
05:22:28 ERROR Unknown error: #6
05:22:29 ERROR Unknown error: #6
05:22:29 ERROR Unknown error: #6
05:22:29 ERROR Unknown error: #6
05:22:30 ERROR Unknown error: #6
05:22:30 ERROR Unknown error: #6
05:22:30 ERROR Unknown error: #6
05:22:31 ERROR Unknown error: #6
05:22:31 ERROR Unknown error: #6
05:22:31 ERROR Unknown error: #6
05:22:32 ERROR Unknown error: #6
05:22:32 ERROR Unknown error: #6
05:22:32 ERROR Unknown error: #6
05:22:32 ERROR Unknown error: #6
05:22:32 ERROR Unknown error: #6
05:22:32 ERROR Unknown error: #6
05:22:33 ERROR Unknown error: #6
05:22:33 ERROR Unknown error: #6
05:22:34 ERROR Unknown error: #6
05:22:34 ERROR Unknown error: #6
05:22:34 ERROR Unknown error: #6
05:22:35 ERROR Unknown error: #6
05:22:35 ERROR Unknown error: #6
05:22:35 ERROR Unknown error: #6
05:22:35 ERROR Unknown error: #6
05:22:36 ERROR Unknown error: #6
05:22:36 ERROR Unknown error: #6
05:22:37 ERROR Unknown error: #6
05:22:37 ERROR Unknown error: #6
05:22:37 ERROR Unknown error: #6
05:22:38 ERROR Unknown error: #6
05:22:38 ERROR Unknown error: #6
05:22:38 ERROR Unknown error: #6
05:22:38 ERROR Unknown error: #6
05:22:39 ERROR Unknown error: #6
05:22:39 ERROR Unknown error: #6
05:22:39 ERROR Unknown error: #6
05:22:40 ERROR Unknown error: #6
05:22:40 ERROR Unknown error: #6
05:22:40 ERROR Unknown error: #6
05:22:40 ERROR Unknown error: #6
05:22:41 ERROR Unknown error: #6
05:22:41 ERROR Unknown error: #6
05:22:41 ERROR Unknown error: #6
05:22:42 ERROR Unknown error: #6
05:22:42 ERROR Unknown error: #6
05:22:42 ERROR Unknown error: #6
05:22:43 ERROR Unknown error: #6
05:22:43 ERROR Unknown error: #6
05:22:43 ERROR Unknown error: #6
05:22:44 ERROR Unknown error: #6
05:22:44 ERROR Unknown error: #6
05:22:44 ERROR Unknown error: #6
05:22:44 ERROR Unknown error: #6
05:22:44 ERROR Unknown error: #6
05:22:44 ERROR Unknown error: #6
05:22:45 ERROR Unknown error: #6
05:22:45 ERROR Unknown error: #6
05:22:45 ERROR Unknown error: #6
05:22:46 ERROR Unknown error: #6
05:22:46 ERROR Unknown error: #6
05:22:46 ERROR Unknown error: #6
05:22:47 ERROR Unknown error: #6
05:22:47 ERROR Unknown error: #6
05:22:47 ERROR Unknown error: #6
05:22:48 ERROR Unknown error: #6
05:22:48 ERROR Unknown error: #6
05:22:48 ERROR Unknown error: #6
05:22:49 ERROR Unknown error: #6
05:22:49 ERROR Unknown error: #6
05:22:49 ERROR Unknown error: #6
05:22:50 ERROR Unknown error: #6
05:22:50 ERROR Unknown error: #6
05:22:50 ERROR Unknown error: #6
05:22:50 ERROR Unknown error: #6
05:22:50 INFO received RPL DAO from bbbb:0:0:0:543:32ff:2da:3560
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
05:22:50 ERROR Unknown error: #6
05:22:51 ERROR Unknown error: #6
05:22:51 ERROR Unknown error: #6
05:22:51 ERROR Unknown error: #6
05:22:52 ERROR Unknown error: #6
05:22:52 ERROR Unknown error: #6
05:22:52 ERROR Unknown error: #6
05:22:53 ERROR Unknown error: #6
05:22:53 ERROR Unknown error: #6
05:22:53 ERROR Unknown error: #6
05:22:54 ERROR Unknown error: #6
05:22:54 ERROR Unknown error: #6
05:22:54 ERROR Unknown error: #6
05:22:55 ERROR Unknown error: #6
05:22:55 ERROR Unknown error: #6
05:22:55 ERROR Unknown error: #6
05:22:56 ERROR Unknown error: #6
05:22:56 ERROR Unknown error: #6
05:22:56 ERROR Unknown error: #6
05:22:56 ERROR Unknown error: #6
05:22:56 ERROR Unknown error: #6
05:22:57 ERROR Unknown error: #6
05:22:57 ERROR Unknown error: #6
05:22:57 ERROR Unknown error: #6
05:22:58 ERROR Unknown error: #6
05:22:58 ERROR Unknown error: #6
05:22:58 ERROR Unknown error: #6
05:22:58 ERROR Unknown error: #6
05:22:59 ERROR Unknown error: #6
05:22:59 ERROR Unknown error: #6
05:23:00 ERROR Unknown error: #6
05:23:00 ERROR Unknown error: #6
05:23:00 ERROR Unknown error: #6
05:23:00 ERROR Unknown error: #6
05:23:00 ERROR Unknown error: #6
05:23:00 ERROR Unknown error: #6
05:23:01 ERROR Unknown error: #6
05:23:01 ERROR Unknown error: #6
05:23:02 ERROR Unknown error: #6
05:23:02 ERROR Unknown error: #6
05:23:02 ERROR Unknown error: #6
05:23:03 ERROR Unknown error: #6
05:23:03 ERROR Unknown error: #6
05:23:03 ERROR Unknown error: #6
05:23:03 ERROR Unknown error: #6
05:23:03 ERROR Unknown error: #6
05:23:04 ERROR Unknown error: #6
05:23:04 ERROR Unknown error: #6
05:23:04 ERROR Unknown error: #6
05:23:04 ERROR Unknown error: #6
05:23:04 ERROR Unknown error: #6
05:23:05 ERROR Unknown error: #6
05:23:05 ERROR Unknown error: #6
05:23:05 ERROR Unknown error: #6
05:23:05 INFO received RPL DAO from bbbb:0:0:0:543:32ff:3dc:c471
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
05:23:05 ERROR Unknown error: #6
05:23:06 ERROR Unknown error: #6
05:23:06 ERROR Unknown error: #6
05:23:06 ERROR Unknown error: #6
05:23:07 ERROR Unknown error: #6
05:23:07 ERROR Unknown error: #6
05:23:07 ERROR Unknown error: #6
05:23:08 ERROR Unknown error: #6
05:23:08 ERROR Unknown error: #6
05:23:08 ERROR Unknown error: #6
05:23:09 ERROR Unknown error: #6
05:23:09 ERROR Unknown error: #6
05:23:09 ERROR Unknown error: #6
05:23:10 ERROR Unknown error: #6
05:23:10 ERROR Unknown error: #6
05:23:10 ERROR Unknown error: #6
05:23:11 ERROR Unknown error: #6
05:23:11 ERROR Unknown error: #6
05:23:11 ERROR Unknown error: #6
05:23:12 ERROR Unknown error: #6
05:23:12 ERROR Unknown error: #6
05:23:12 ERROR Unknown error: #6
05:23:13 ERROR Unknown error: #6
05:23:13 ERROR Unknown error: #6
05:23:13 ERROR Unknown error: #6
05:23:14 ERROR Unknown error: #6
05:23:14 ERROR Unknown error: #6
05:23:14 ERROR Unknown error: #6
05:23:15 ERROR Unknown error: #6
05:23:15 ERROR Unknown error: #6
05:23:15 ERROR Unknown error: #6
05:23:16 ERROR Unknown error: #6
05:23:16 ERROR Unknown error: #6
05:23:16 ERROR Unknown error: #6
05:23:17 ERROR Unknown error: #6
05:23:17 ERROR Unknown error: #6
05:23:17 ERROR Unknown error: #6
05:23:17 INFO received RPL DAO from bbbb:0:0:0:543:32ff:3dc:c471
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
	   bbbb:0:0:0:543:32ff:2da:3560
05:23:18 ERROR Unknown error: #6
05:23:18 ERROR Unknown error: #6
05:23:18 ERROR Unknown error: #6
05:23:19 ERROR Unknown error: #6
05:23:19 ERROR Unknown error: #6
05:23:19 ERROR Unknown error: #6
05:23:20 ERROR Unknown error: #6
05:23:20 ERROR Unknown error: #6
05:23:20 ERROR Unknown error: #6
05:23:21 ERROR Unknown error: #6
05:23:21 ERROR Unknown error: #6
05:23:21 ERROR Unknown error: #6
05:23:21 ERROR Unknown error: #6
05:23:21 ERROR Unknown error: #6
05:23:22 ERROR Unknown error: #6
05:23:22 ERROR Unknown error: #6
05:23:22 ERROR Unknown error: #6
05:23:23 ERROR Unknown error: #6
05:23:23 ERROR Unknown error: #6
05:23:23 ERROR Unknown error: #6
05:23:24 ERROR Unknown error: #6
05:23:24 ERROR Unknown error: #6
05:23:24 ERROR Unknown error: #6
05:23:24 ERROR Unknown error: #6
05:23:24 ERROR Unknown error: #6
05:23:25 ERROR Unknown error: #6
05:23:25 ERROR Unknown error: #6
05:23:25 ERROR Unknown error: #6
05:23:26 ERROR Unknown error: #6
05:23:26 ERROR Unknown error: #6
05:23:26 ERROR Unknown error: #6
05:23:27 ERROR Unknown error: #6
05:23:27 ERROR Unknown error: #6
05:23:27 ERROR Unknown error: #6
05:23:28 ERROR Unknown error: #6
05:23:28 ERROR Unknown error: #6
05:23:28 ERROR Unknown error: #6
05:23:29 ERROR Unknown error: #6
05:23:29 ERROR Unknown error: #6
05:23:29 ERROR Unknown error: #6
05:23:30 ERROR Unknown error: #6
05:23:30 ERROR Unknown error: #6
05:23:30 ERROR Unknown error: #6
05:23:31 ERROR Unknown error: #6
05:23:31 ERROR Unknown error: #6
05:23:31 ERROR Unknown error: #6
05:23:32 ERROR Unknown error: #6
05:23:32 ERROR Unknown error: #6
05:23:32 ERROR Unknown error: #6
05:23:33 ERROR Unknown error: #6
05:23:33 ERROR Unknown error: #6
05:23:33 ERROR Unknown error: #6
05:23:34 ERROR Unknown error: #6
05:23:34 ERROR Unknown error: #6
05:23:34 ERROR Unknown error: #6
05:23:35 ERROR Unknown error: #6
05:23:35 ERROR Unknown error: #6
05:23:35 ERROR Unknown error: #6
05:23:35 ERROR Unknown error: #6
05:23:35 ERROR Unknown error: #6
05:23:35 ERROR Unknown error: #6
05:23:36 ERROR Unknown error: #6
05:23:36 ERROR Unknown error: #6
05:23:36 ERROR Unknown error: #6
05:23:37 ERROR Unknown error: #6
05:23:37 ERROR Unknown error: #6
05:23:37 ERROR Unknown error: #6
05:23:38 ERROR Unknown error: #6
05:23:38 ERROR Unknown error: #6
05:23:38 ERROR Unknown error: #6
05:23:39 ERROR Unknown error: #6
05:23:39 ERROR Unknown error: #6
05:23:39 ERROR Unknown error: #6
05:23:40 INFO received RPL DAO from bbbb:0:0:0:543:32ff:3dc:c471
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
	   bbbb:0:0:0:543:32ff:2da:3560
05:23:40 ERROR Unknown error: #6
05:23:40 ERROR Unknown error: #6
05:23:40 ERROR Unknown error: #6
05:23:41 ERROR Unknown error: #6
05:23:41 ERROR Unknown error: #6
05:23:41 ERROR Unknown error: #6
05:23:42 ERROR Unknown error: #6
05:23:42 ERROR Unknown error: #6
05:23:42 ERROR Unknown error: #6
05:23:43 ERROR Unknown error: #6
05:23:43 ERROR Unknown error: #6
05:23:43 ERROR Unknown error: #6
05:23:44 ERROR Unknown error: #6
05:23:44 ERROR Unknown error: #6
05:23:44 ERROR Unknown error: #6
05:23:44 ERROR Unknown error: #6
05:23:44 ERROR Unknown error: #6
05:23:44 ERROR Unknown error: #6
05:23:44 ERROR Unknown error: #6
05:23:45 ERROR Unknown error: #6
05:23:46 ERROR Unknown error: #6
05:23:46 ERROR Unknown error: #6
05:23:46 ERROR Unknown error: #6
05:23:46 ERROR Unknown error: #6
05:23:46 ERROR Unknown error: #6
05:23:46 ERROR Unknown error: #6
05:23:47 ERROR Unknown error: #6
05:23:48 ERROR Unknown error: #6
05:23:48 ERROR Unknown error: #6
05:23:48 ERROR Unknown error: #6
05:23:48 ERROR Unknown error: #6
05:23:49 ERROR Unknown error: #6
05:23:49 ERROR Unknown error: #6
05:23:49 ERROR Unknown error: #6
05:23:49 ERROR Unknown error: #6
05:23:50 ERROR Unknown error: #6
05:23:50 ERROR Unknown error: #6
05:23:50 ERROR Unknown error: #6
05:23:51 ERROR Unknown error: #6
05:23:51 ERROR Unknown error: #6
05:23:51 ERROR Unknown error: #6
05:23:52 ERROR Unknown error: #6
05:23:52 ERROR Unknown error: #6
05:23:52 ERROR Unknown error: #6
05:23:53 ERROR Unknown error: #6
05:23:53 INFO received RPL DAO from bbbb:0:0:0:543:32ff:2da:3560
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
	   bbbb:0:0:0:543:32ff:3dc:c471
05:23:53 ERROR Unknown error: #6
05:23:53 ERROR Unknown error: #6
05:23:53 ERROR Unknown error: #6
05:23:54 ERROR Unknown error: #6
05:23:54 ERROR Unknown error: #6
05:23:54 ERROR Unknown error: #6
05:23:55 ERROR Unknown error: #6
05:23:55 ERROR Unknown error: #6
05:23:55 ERROR Unknown error: #6
05:23:56 ERROR Unknown error: #6
05:23:56 ERROR Unknown error: #6
05:23:56 ERROR Unknown error: #6
05:23:57 ERROR Unknown error: #6
05:23:57 ERROR Unknown error: #6
05:23:57 ERROR Unknown error: #6
05:23:58 ERROR Unknown error: #6
05:23:58 ERROR Unknown error: #6
05:23:58 ERROR Unknown error: #6
05:23:59 ERROR Unknown error: #6
05:23:59 ERROR Unknown error: #6
05:23:59 ERROR Unknown error: #6
05:24:00 ERROR Unknown error: #6
05:24:00 ERROR Unknown error: #6
05:24:00 ERROR Unknown error: #6
05:24:01 ERROR Unknown error: #6
05:24:01 ERROR Unknown error: #6
05:24:01 ERROR Unknown error: #6
05:24:02 ERROR Unknown error: #6
05:24:02 ERROR Unknown error: #6
05:24:02 ERROR Unknown error: #6
05:24:03 ERROR Unknown error: #6
05:24:03 ERROR Unknown error: #6
05:24:03 ERROR Unknown error: #6
05:24:04 ERROR Unknown error: #6
05:24:04 ERROR Unknown error: #6
05:24:04 ERROR Unknown error: #6
05:24:05 ERROR Unknown error: #6
05:24:05 ERROR Unknown error: #6
05:24:05 ERROR Unknown error: #6
05:24:06 ERROR Unknown error: #6
05:24:06 ERROR Unknown error: #6
05:24:06 ERROR Unknown error: #6
05:24:06 ERROR Unknown error: #6
05:24:07 ERROR Unknown error: #6
05:24:07 ERROR Unknown error: #6
05:24:07 ERROR Unknown error: #6
05:24:08 ERROR Unknown error: #6
05:24:08 ERROR Unknown error: #6
05:24:08 ERROR Unknown error: #6
05:24:08 ERROR Unknown error: #6
05:24:08 ERROR Unknown error: #6
05:24:09 ERROR Unknown error: #6
05:24:09 ERROR Unknown error: #6
05:24:10 ERROR Unknown error: #6
05:24:10 ERROR Unknown error: #6
05:24:11 ERROR Unknown error: #6
05:24:11 ERROR Unknown error: #6
05:24:11 ERROR Unknown error: #6
05:24:12 ERROR Unknown error: #6
05:24:12 ERROR Unknown error: #6
05:24:12 ERROR Unknown error: #6
05:24:12 ERROR Unknown error: #6
05:24:12 ERROR Unknown error: #6
05:24:12 ERROR Unknown error: #6
05:24:13 ERROR Unknown error: #6
05:24:13 ERROR Unknown error: #6
05:24:13 ERROR Unknown error: #6
05:24:13 ERROR Unknown error: #6
05:24:13 ERROR Unknown error: #6
05:24:14 ERROR Unknown error: #6
05:24:14 ERROR Unknown error: #6
05:24:15 ERROR Unknown error: #6
05:24:15 ERROR Unknown error: #6
05:24:15 ERROR Unknown error: #6
05:24:15 ERROR Unknown error: #6
05:24:15 ERROR Unknown error: #6
05:24:16 ERROR Unknown error: #6
05:24:16 ERROR Unknown error: #6
05:24:16 ERROR Unknown error: #6
05:24:17 ERROR Unknown error: #6
05:24:17 ERROR Unknown error: #6
05:24:17 ERROR Unknown error: #6
05:24:18 ERROR Unknown error: #6
05:24:18 ERROR Unknown error: #6
05:24:18 ERROR Unknown error: #6
05:24:19 ERROR Unknown error: #6
05:24:19 ERROR Unknown error: #6
05:24:19 ERROR Unknown error: #6
05:24:20 ERROR Unknown error: #6
05:24:20 ERROR Unknown error: #6
05:24:20 ERROR Unknown error: #6
05:24:21 ERROR Unknown error: #6
05:24:21 ERROR Unknown error: #6
05:24:21 ERROR Unknown error: #6
05:24:22 ERROR Unknown error: #6
05:24:22 ERROR Unknown error: #6
05:24:22 ERROR Unknown error: #6
05:24:23 ERROR Unknown error: #6
05:24:23 ERROR Unknown error: #6
05:24:23 ERROR Unknown error: #6
05:24:24 ERROR Unknown error: #6
05:24:24 ERROR Unknown error: #6
05:24:24 INFO received RPL DAO from bbbb:0:0:0:543:32ff:3dc:c471
	- parents:
	   bbbb:0:0:0:543:32ff:2dd:4061
	- children:
05:24:24 ERROR Unknown error: #6
05:24:25 ERROR Unknown error: #6
05:24:25 ERROR Unknown error: #6
05:24:25 ERROR Unknown error: #6
05:24:26 ERROR Unknown error: #6
05:24:26 ERROR Unknown error: #6
05:24:26 ERROR Unknown error: #6
05:24:27 ERROR Unknown error: #6
05:24:27 ERROR Unknown error: #6
05:24:27 ERROR Unknown error: #6
05:24:28 ERROR Unknown error: #6
05:24:28 ERROR Unknown error: #6
05:24:28 ERROR Unknown error: #6
05:24:29 ERROR Unknown error: #6
05:24:29 ERROR Unknown error: #6
05:24:29 ERROR Unknown error: #6
05:24:30 ERROR Unknown error: #6
05:24:30 ERROR Unknown error: #6
05:24:30 ERROR Unknown error: #6
05:24:31 ERROR Unknown error: #6
05:24:31 ERROR Unknown error: #6
